3Putts_AVG,Driver_Distance_AVG,Fairway%,GIR%,GIR_RELATIVE/PAR,GIR_off_Fairway%,GIR_on_Fairway%,PLAYER,PLAYER_ID,Par3_AVG,Par4_AVG,Par5_AVG,Putting_AVG,Putting_Birdie_Conversions,Putts_Overall_AVG,REMOVE10a,REMOVE10b,REMOVE10c,REMOVE10d,REMOVE11a,REMOVE11b,REMOVE11c,REMOVE11d,REMOVE12a,REMOVE12b,REMOVE12c,REMOVE12d,REMOVE12e,REMOVE13a,REMOVE13b,REMOVE13c,REMOVE13d,REMOVE13e,REMOVE14a,REMOVE14b,REMOVE14c,REMOVE14d,REMOVE15a,REMOVE15b,REMOVE15c,REMOVE15d,REMOVE16a,REMOVE16b,REMOVE16c,REMOVE16d,REMOVE17a,REMOVE17b,REMOVE17c,REMOVE17d,REMOVE18a,REMOVE18b,REMOVE18c,REMOVE18d,REMOVE19a,REMOVE19b,REMOVE19c,REMOVE19d,REMOVE1a,REMOVE1b,REMOVE1c,REMOVE1d,REMOVE20a,REMOVE20b,REMOVE20c,REMOVE20d,REMOVE21a,REMOVE21b,REMOVE21c,REMOVE21d,REMOVE21e,REMOVE21f,REMOVE2a,REMOVE2b,REMOVE2c,REMOVE2d,REMOVE3a,REMOVE3b,REMOVE3c,REMOVE3d,REMOVE4a,REMOVE4b,REMOVE4c,REMOVE4d,REMOVE5a,REMOVE5b,REMOVE5c,REMOVE5d,REMOVE6a,REMOVE6b,REMOVE6c,REMOVE6d,REMOVE7a,REMOVE7b,REMOVE7c,REMOVE7d,REMOVE8a,REMOVE8b,REMOVE8c,REMOVE8d,REMOVE9a,REMOVE9b,REMOVE9c,REMOVE9d,SG_APP_AVG,SG_ARG_AVG,SG_DRIVE_AVG,SG_PUTTING_AVG,SG_TOTAL_AVG,Scrambling%,Scrambling_Rough%,Scrambling_Sand%,Strokes_Adj_AVG,Total_Putts_AVG
0.53,302.5,59.00%,69.77%,-0.32,58.16%,78.76%,Erik van Rooyen,40006,2.98,3.99,4.53,1.737,33.11%,1.61,35.0,9.0,952.0,210.0,38.0,2.0,1287.0,741.0,104.0,-1.0,1710.0,59.0,23.0,37.0,-1.0,4379.0,63.256,63.0,78.0,-1.0,56.0,96.0,138.0,-1.0,24.0,51.0,121.0,1.0,186.0,321.0,46.0,-1.0,17.387,54.0,150.0,-1.0,-13.239,54.0,22.0,0.0,21.696,54.0,48.0,2.0,31.0,59.0,24.0,0.0,22.9,54.0,20.0,0.0,48.743,25.845,22.9,54.0,111.0,2.0,485.0,822.0,60.0,-1.0,35695.0,118.0,20.0,1.0,196.0,337.0,35.0,1.0,382.0,485.0,12.0,1.0,741.0,1062.0,104.0,-1.0,1710.0,1062.0,7.0,0.0,764.0,256.0,24.0,11.0,2663.0,668.0,0.322,-0.245,0.402,0.424,0.903,57.94%,58.33%,47.06%,70.512,28.98
0.55,295.8,69.51%,69.19%,-0.24,53.76%,76.89%,Daniel Berger,40026,3.07,4.03,4.54,1.812,27.42%,1.682,43.0,11.0,690.0,152.0,173.0,-1.0,993.0,548.0,177.0,-1.0,1332.0,44.0,26.0,96.0,-2.0,3370.0,41.886,48.0,121.0,-1.0,44.0,79.0,165.0,-1.0,20.0,49.0,166.0,-1.0,133.0,244.0,22.0,0.0,16.219,37.0,119.0,0.0,-3.173,37.0,42.0,0.0,11.629,37.0,43.0,1.0,24.0,44.0,176.0,-1.0,-26.705,37.0,111.0,-1.0,-2.028,24.677,-26.705,37.0,6.0,2.0,424.0,610.0,121.0,0.0,26034.0,88.0,68.0,8.0,100.0,186.0,77.0,0.0,326.0,424.0,18.0,3.0,548.0,792.0,177.0,-1.0,1332.0,792.0,112.0,1.0,608.0,198.0,105.0,5.0,2072.0,514.0,0.438,-0.086,0.314,-0.722,-0.055,54.51%,55.70%,40.82%,71.081,30.27
0.38,279.7,67.82%,63.78%,-0.27,50.45%,71.40%,Zac Blair,40058,3.02,4.03,4.64,1.756,29.20%,1.594,133.0,12.0,788.0,170.0,77.0,1.0,1008.0,574.0,55.0,2.0,1435.0,50.0,24.0,100.0,-3.0,3799.0,40.703,54.0,82.0,-1.0,57.0,98.0,77.0,-1.0,38.0,70.0,54.0,6.0,201.0,326.0,98.0,-1.0,1.393,49.0,30.0,0.0,12.191,49.0,146.0,-2.0,-13.564,49.0,141.0,-3.0,19.0,50.0,109.0,-1.0,-1.997,49.0,110.0,-1.0,-1.963,0.033,-1.997,49.0,14.0,1.0,472.0,696.0,176.0,-1.0,27967.0,100.0,130.0,7.0,113.0,224.0,173.0,0.0,337.0,472.0,140.0,4.0,574.0,900.0,54.0,2.0,1435.0,900.0,44.0,6.0,664.0,220.0,105.0,5.0,2347.0,582.0,0.028,0.249,-0.277,-0.041,-0.04,61.66%,58.16%,54.29%,71.106,28.7
0.41,299.4,63.27%,64.46%,-0.32,48.46%,75.27%,Matt Fitzpatrick,40098,2.99,4.06,4.56,1.728,33.15%,1.578,63.0,-34.0,930.0,204.0,18.0,-5.0,1263.0,731.0,24.0,0.0,1790.0,63.0,23.0,58.0,-2.0,4436.0,20.607,63.0,84.0,-1.0,65.0,112.0,64.0,-1.0,38.0,68.0,80.0,7.0,243.0,403.0,114.0,-1.0,-3.33,54.0,79.0,0.0,2.738,54.0,83.0,0.0,4.865,54.0,112.0,-17.0,26.0,63.0,28.0,0.0,19.585,54.0,55.0,0.0,23.871,4.286,19.585,54.0,51.0,-7.0,558.0,882.0,87.0,-7.0,37720.0,126.0,161.0,-16.0,157.0,324.0,115.0,3.0,420.0,558.0,125.0,-4.0,731.0,1134.0,24.0,-1.0,1790.0,1134.0,12.0,-1.0,754.0,252.0,150.0,0.0,2752.0,678.0,-0.062,0.051,0.09,0.363,0.442,60.30%,58.04%,55.88%,70.74,28.41
0.53,297.2,64.15%,65.48%,-0.25,48.53%,77.35%,Adam Svensson,40115,3.09,4.03,4.64,1.801,28.04%,1.624,133.0,12.0,1076.0,232.0,161.0,-1.0,1592.0,884.0,133.0,-1.0,2193.0,75.0,22.0,111.0,0.0,5299.0,43.757,75.0,113.0,-1.0,92.0,164.0,38.0,0.0,46.0,78.0,56.0,6.0,287.0,466.0,34.0,0.0,26.217,73.0,73.0,0.0,5.289,73.0,87.0,0.0,4.976,73.0,48.0,2.0,40.0,75.0,170.0,-1.0,-44.367,73.0,118.0,-1.0,-7.885,36.482,-44.367,73.0,42.0,-1.0,671.0,1046.0,108.0,5.0,44581.0,150.0,159.0,4.0,182.0,375.0,67.0,2.0,519.0,671.0,104.0,7.0,884.0,1350.0,132.0,0.0,2193.0,1350.0,130.0,3.0,940.0,304.0,105.0,5.0,3283.0,814.0,0.359,0.072,0.068,-0.608,-0.108,61.59%,56.10%,58.97%,71.237,29.24
0.56,295.9,60.41%,68.25%,-0.26,56.10%,77.14%,Justin Lower,40162,3.03,4.0,4.63,1.762,30.62%,1.616,119.0,7.0,1019.0,220.0,99.0,0.0,1364.0,774.0,113.0,1.0,1832.0,63.0,23.0,69.0,-4.0,4693.0,51.033,67.0,31.0,-1.0,71.0,113.0,120.0,-1.0,34.0,69.0,105.0,2.0,212.0,360.0,74.0,-1.0,9.382,58.0,133.0,0.0,-8.397,58.0,137.0,-2.0,-12.005,58.0,38.0,1.0,35.0,63.0,52.0,0.0,15.435,58.0,95.0,0.0,4.416,-11.02,15.435,58.0,93.0,3.0,525.0,869.0,120.0,0.0,37282.0,126.0,33.0,6.0,193.0,344.0,73.0,1.0,405.0,525.0,35.0,3.0,774.0,1134.0,113.0,1.0,1832.0,1134.0,58.0,3.0,852.0,281.0,45.0,5.0,2822.0,705.0,0.162,-0.145,-0.207,0.266,0.076,58.89%,62.83%,49.28%,70.806,29.08
0.36,309.7,57.35%,65.48%,-0.31,55.29%,76.40%,Taylor Pendrith,40250,3.11,3.99,4.54,1.721,33.13%,1.577,43.0,11.0,853.0,188.0,9.0,3.0,1136.0,660.0,22.0,2.0,1590.0,56.0,23.0,27.0,1.0,4126.0,27.593,59.0,78.0,-1.0,63.0,108.0,93.0,-1.0,35.0,67.0,61.0,7.0,213.0,348.0,107.0,-1.0,-0.541,51.0,68.0,0.0,4.921,51.0,94.0,0.0,0.836,51.0,146.0,1.0,20.0,56.0,12.0,0.0,28.323,51.0,37.0,0.0,33.54,5.216,28.323,51.0,132.0,0.0,445.0,776.0,18.0,1.0,34686.0,112.0,45.0,4.0,183.0,331.0,88.0,-1.0,340.0,445.0,104.0,7.0,660.0,1008.0,21.0,2.0,1590.0,1008.0,155.0,0.0,758.0,244.0,24.0,11.0,2515.0,630.0,-0.011,0.096,0.016,0.555,0.658,61.21%,58.33%,52.24%,70.4,28.39
0.48,300.1,60.47%,63.39%,-0.3,47.62%,74.71%,Cam Davis,45157,3.05,4.08,4.55,1.773,32.37%,1.608,53.0,11.0,938.0,206.0,123.0,4.0,1234.0,696.0,97.0,1.0,1766.0,61.0,24.0,139.0,-2.0,4528.0,44.257,64.0,170.0,-1.0,64.0,129.0,85.0,-1.0,44.0,83.0,120.0,1.0,233.0,402.0,115.0,-1.0,-3.553,56.0,93.0,0.0,-0.02,56.0,125.0,-1.0,-7.832,56.0,73.0,0.0,29.0,61.0,138.0,-1.0,-13.174,56.0,147.0,-1.0,-24.578,-11.404,-13.174,56.0,91.0,3.0,514.0,850.0,80.0,2.0,36608.0,122.0,166.0,2.0,160.0,336.0,129.0,-1.0,384.0,514.0,148.0,2.0,696.0,1098.0,96.0,1.0,1766.0,1098.0,82.0,6.0,794.0,260.0,162.0,1.0,2796.0,686.0,-0.063,0.0,-0.14,-0.235,-0.439,57.96%,49.61%,53.01%,71.442,28.95
0.73,309.7,58.03%,71.35%,-0.25,55.37%,81.80%,Kevin Yu,45242,2.99,4.01,4.51,1.814,28.40%,1.67,20.0,1.0,811.0,180.0,175.0,-1.0,1188.0,655.0,176.0,-1.0,1533.0,51.0,24.0,51.0,1.0,3832.0,55.103,55.0,103.0,-1.0,58.0,102.0,172.0,-1.0,18.0,46.0,91.0,5.0,157.0,263.0,14.0,0.0,25.609,47.0,164.0,-1.0,-17.01,47.0,11.0,0.0,29.392,47.0,5.0,1.0,37.0,51.0,166.0,-1.0,-23.998,47.0,72.0,0.0,13.993,37.991,-23.998,47.0,121.0,1.0,412.0,710.0,18.0,1.0,31590.0,102.0,41.0,4.0,165.0,298.0,3.0,1.0,337.0,412.0,4.0,1.0,655.0,918.0,176.0,-1.0,1533.0,918.0,12.0,-1.0,670.0,224.0,64.0,7.0,2351.0,586.0,0.545,-0.362,0.625,-0.511,0.298,59.70%,56.86%,39.13%,70.675,30.06
0.23,289.3,60.72%,61.94%,-0.3,44.82%,74.95%,Christiaan Bezuidenhout,45522,3.05,3.96,4.64,1.713,32.08%,1.544,133.0,-7.0,970.0,209.0,5.0,1.0,1146.0,669.0,3.0,0.0,1668.0,60.0,20.0,12.0,-1.0,4471.0,17.711,64.0,43.0,-1.0,81.0,132.0,12.0,0.0,40.0,62.0,12.0,6.0,267.0,411.0,45.0,-1.0,18.313,56.0,50.0,0.0,10.52,56.0,119.0,-1.0,-5.83,56.0,175.0,-2.0,14.0,60.0,11.0,0.0,31.46,56.0,17.0,0.0,54.479,23.019,31.46,56.0,85.0,-7.0,507.0,835.0,161.0,-1.0,34713.0,120.0,174.0,0.0,147.0,328.0,124.0,-8.0,380.0,507.0,167.0,-10.0,669.0,1080.0,3.0,0.0,1668.0,1080.0,82.0,-9.0,797.0,261.0,3.0,0.0,2704.0,682.0,0.327,0.188,-0.104,0.562,0.973,64.96%,61.36%,64.52%,70.136,27.8
0.39,293.7,66.01%,66.54%,-0.24,50.96%,76.49%,Tyler Duncan,45609,3.08,4.03,4.57,1.808,25.52%,1.64,71.0,8.0,731.0,160.0,167.0,-1.0,953.0,527.0,156.0,-1.0,1299.0,44.0,24.0,145.0,-2.0,3383.0,49.258,48.0,53.0,-1.0,54.0,89.0,86.0,-1.0,27.0,51.0,46.0,4.0,165.0,265.0,163.0,0.0,-15.594,37.0,91.0,0.0,0.405,37.0,53.0,0.0,8.386,37.0,136.0,-6.0,17.0,44.0,148.0,-1.0,-11.992,37.0,151.0,-1.0,-18.78,-6.788,-11.992,37.0,24.0,1.0,404.0,612.0,134.0,-2.0,25551.0,87.0,119.0,6.0,106.0,208.0,86.0,-1.0,309.0,404.0,67.0,10.0,527.0,792.0,156.0,-1.0,1299.0,792.0,125.0,-2.0,603.0,196.0,105.0,5.0,2049.0,508.0,-0.421,0.011,0.227,-0.324,-0.508,62.26%,60.67%,52.94%,71.505,29.52
0.41,301.4,66.71%,73.54%,-0.36,59.27%,83.67%,Scottie Scheffler,46046,2.98,3.87,4.44,1.69,36.39%,1.581,1.0,0.0,905.0,204.0,1.0,0.0,1320.0,781.0,31.0,-8.0,1679.0,59.0,24.0,1.0,0.0,4282.0,31.113,63.0,24.0,-1.0,34.0,53.0,104.0,-1.0,20.0,39.0,7.0,-3.0,190.0,281.0,1.0,0.0,74.268,50.0,9.0,0.0,19.988,50.0,4.0,0.0,41.882,50.0,112.0,-5.0,24.0,59.0,90.0,0.0,1.837,50.0,1.0,0.0,137.988,136.154,1.837,50.0,19.0,1.0,551.0,826.0,71.0,-9.0,35561.0,118.0,12.0,-7.0,163.0,275.0,2.0,-1.0,461.0,551.0,1.0,0.0,781.0,1062.0,29.0,-6.0,1679.0,1062.0,7.0,4.0,752.0,252.0,1.0,0.0,2625.0,678.0,1.485,0.4,0.838,0.037,2.76,67.62%,64.15%,51.28%,68.462,28.46
0.43,306.7,50.36%,66.81%,-0.31,58.03%,78.78%,Ryan McCormick,46113,3.07,4.04,4.55,1.746,33.68%,1.6,53.0,11.0,710.0,156.0,48.0,8.0,840.0,481.0,72.0,2.0,1152.0,40.0,22.0,161.0,-1.0,3033.0,58.068,43.0,145.0,-1.0,52.0,97.0,162.0,-1.0,17.0,41.0,143.0,0.0,135.0,239.0,81.0,-1.0,3.803,33.0,129.0,-1.0,-4.304,33.0,172.0,-1.0,-20.355,33.0,101.0,1.0,17.0,40.0,26.0,0.0,12.808,33.0,131.0,-1.0,-8.045,-20.855,12.808,33.0,174.0,-1.0,278.0,552.0,34.0,-1.0,24537.0,80.0,21.0,2.0,159.0,274.0,34.0,1.0,219.0,278.0,62.0,4.0,481.0,720.0,72.0,1.0,1152.0,720.0,112.0,1.0,552.0,180.0,130.0,1.0,1771.0,438.0,0.115,-0.13,-0.617,0.388,-0.244,56.49%,53.61%,41.46%,71.885,28.8
0.5,304.8,59.67%,66.79%,-0.28,55.28%,77.20%,Alex Smalley,46340,3.08,4.01,4.66,1.781,29.28%,1.636,153.0,3.0,783.0,168.0,141.0,1.0,942.0,529.0,154.0,-1.0,1296.0,44.0,25.0,159.0,-1.0,3388.0,59.056,48.0,87.0,-1.0,60.0,104.0,125.0,-1.0,22.0,45.0,137.0,3.0,150.0,263.0,131.0,-1.0,-9.438,38.0,161.0,-1.0,-12.841,38.0,56.0,0.0,7.609,38.0,62.0,0.0,22.0,44.0,165.0,-1.0,-19.357,38.0,167.0,-1.0,-34.027,-14.672,-19.357,38.0,104.0,2.0,364.0,610.0,47.0,0.0,26822.0,88.0,46.0,4.0,136.0,246.0,72.0,0.0,281.0,364.0,64.0,4.0,529.0,792.0,154.0,-1.0,1296.0,792.0,125.0,-2.0,610.0,198.0,64.0,7.0,1995.0,498.0,-0.248,-0.338,0.2,-0.509,-0.895,57.03%,57.69%,48.89%,71.814,29.45
0.41,293.1,71.64%,71.11%,-0.28,56.57%,78.32%,Aaron Rai,46414,3.02,3.97,4.56,1.769,30.28%,1.63,63.0,-19.0,1066.0,234.0,109.0,-7.0,1585.0,896.0,141.0,-2.0,2054.0,70.0,25.0,9.0,-2.0,5063.0,45.084,73.0,36.0,-1.0,67.0,108.0,14.0,0.0,35.0,55.0,29.0,-19.0,232.0,364.0,7.0,0.0,36.761,59.0,44.0,0.0,11.905,59.0,34.0,0.0,20.238,59.0,112.0,-5.0,29.0,70.0,54.0,0.0,12.3,59.0,4.0,0.0,81.219,68.919,12.3,59.0,2.0,-1.0,692.0,966.0,140.0,-2.0,41029.0,140.0,31.0,-17.0,155.0,274.0,50.0,-6.0,542.0,692.0,5.0,-2.0,896.0,1260.0,141.0,-3.0,2054.0,1260.0,44.0,-23.0,923.0,306.0,9.0,-6.0,3074.0,774.0,0.623,0.202,0.343,0.208,1.377,63.74%,62.04%,63.64%,69.974,29.34
0.5,291.3,58.77%,63.25%,-0.3,50.34%,74.41%,Robby Shelton,46441,3.03,4.03,4.64,1.736,32.09%,1.567,133.0,12.0,844.0,182.0,36.0,1.0,1028.0,592.0,16.0,0.0,1467.0,52.0,23.0,107.0,0.0,3869.0,48.33,55.0,108.0,-1.0,78.0,138.0,29.0,0.0,32.0,53.0,93.0,4.0,205.0,344.0,89.0,-1.0,3.077,51.0,16.0,0.0,18.187,51.0,167.0,-1.0,-28.716,51.0,62.0,0.0,26.0,52.0,93.0,0.0,1.147,51.0,120.0,-1.0,-6.303,-7.452,1.147,51.0,112.0,3.0,422.0,718.0,152.0,-2.0,30293.0,104.0,133.0,7.0,149.0,296.0,136.0,-1.0,314.0,422.0,149.0,3.0,592.0,936.0,16.0,0.0,1467.0,936.0,58.0,3.0,697.0,230.0,105.0,5.0,2328.0,578.0,0.06,0.357,-0.563,0.022,-0.124,59.59%,56.52%,60.38%,71.224,28.21
0.32,303.6,60.15%,65.07%,-0.32,50.00%,76.83%,Maverick McNealy,46442,3.01,3.98,4.55,1.735,34.06%,1.555,53.0,11.0,929.0,204.0,33.0,-1.0,1199.0,691.0,9.0,1.0,1651.0,59.0,22.0,24.0,-3.0,4312.0,50.176,62.0,106.0,-1.0,79.0,139.0,48.0,0.0,40.0,70.0,9.0,-1.0,242.0,371.0,122.0,-1.0,-7.69,55.0,13.0,0.0,20.985,55.0,25.0,0.0,21.717,55.0,164.0,-5.0,19.0,59.0,29.0,0.0,19.87,55.0,15.0,0.0,54.897,35.027,19.87,55.0,98.0,-5.0,492.0,818.0,50.0,-1.0,35825.0,118.0,143.0,-18.0,163.0,326.0,81.0,-5.0,378.0,492.0,113.0,-8.0,691.0,1062.0,9.0,1.0,1651.0,1062.0,35.0,-14.0,771.0,256.0,13.0,-2.0,2612.0,656.0,-0.14,0.382,0.395,0.361,0.998,65.23%,56.83%,57.14%,70.358,27.98
0.38,300.8,62.38%,67.41%,-0.33,58.23%,77.35%,Viktor Hovland,46717,3.13,4.0,4.57,1.714,33.94%,1.594,71.0,-27.0,685.0,150.0,6.0,-2.0,936.0,546.0,54.0,-12.0,1291.0,45.0,24.0,81.0,-7.0,3170.0,21.64,45.0,140.0,-1.0,48.0,89.0,171.0,-1.0,17.0,43.0,172.0,-4.0,140.0,264.0,48.0,-1.0,12.354,40.0,177.0,-1.0,-25.809,40.0,10.0,0.0,25.02,40.0,141.0,-23.0,17.0,45.0,43.0,0.0,12.142,40.0,40.0,0.0,23.72,11.579,12.142,40.0,63.0,4.0,393.0,630.0,74.0,0.0,27068.0,90.0,17.0,-2.0,138.0,237.0,67.0,-9.0,304.0,393.0,52.0,-13.0,546.0,810.0,54.0,-12.0,1291.0,810.0,166.0,-11.0,563.0,180.0,45.0,5.0,1922.0,480.0,0.309,-0.645,0.626,0.304,0.593,53.03%,53.93%,39.53%,70.925,28.69
0.53,300.2,60.82%,64.71%,-0.28,51.47%,77.03%,Adam Schenk,47347,3.09,4.04,4.6,1.775,31.44%,1.604,101.0,-15.0,1112.0,242.0,127.0,-7.0,1406.0,792.0,83.0,-13.0,1963.0,68.0,24.0,148.0,-3.0,5025.0,55.157,71.0,77.0,-1.0,87.0,149.0,79.0,-1.0,39.0,72.0,103.0,-14.0,255.0,432.0,156.0,-1.0,-23.607,60.0,117.0,0.0,-4.609,60.0,55.0,0.0,12.805,60.0,48.0,2.0,36.0,68.0,88.0,0.0,2.582,60.0,129.0,-1.0,-12.814,-15.397,2.582,60.0,84.0,-3.0,579.0,952.0,78.0,-3.0,40831.0,136.0,111.0,4.0,192.0,373.0,75.0,7.0,446.0,579.0,121.0,4.0,792.0,1224.0,82.0,-12.0,1963.0,1224.0,130.0,-7.0,878.0,284.0,130.0,-20.0,3035.0,752.0,-0.393,-0.077,0.213,0.043,-0.214,59.03%,58.39%,54.17%,71.552,28.87
0.48,309.3,57.19%,65.71%,-0.31,53.02%,75.25%,Jake Knapp,47420,3.05,4.05,4.58,1.752,33.60%,1.611,79.0,7.0,1008.0,220.0,69.0,0.0,1326.0,757.0,106.0,-1.0,1856.0,64.0,23.0,137.0,-2.0,4731.0,54.091,67.0,159.0,-1.0,62.0,118.0,7.0,0.0,41.0,62.0,145.0,-1.0,223.0,395.0,62.0,-1.0,14.104,59.0,147.0,-1.0,-12.613,59.0,98.0,0.0,0.611,59.0,73.0,0.0,31.0,64.0,90.0,0.0,2.193,59.0,96.0,0.0,4.308,2.115,2.193,59.0,134.0,0.0,509.0,890.0,22.0,1.0,39594.0,128.0,83.0,5.0,202.0,381.0,116.0,1.0,383.0,509.0,100.0,4.0,757.0,1152.0,106.0,-1.0,1856.0,1152.0,82.0,6.0,836.0,274.0,140.0,1.0,2887.0,712.0,0.239,-0.214,0.01,0.037,0.073,56.46%,52.54%,66.13%,71.419,29.0
0.62,299.8,59.70%,63.46%,-0.25,49.83%,74.71%,Will Zalatoris,47483,3.01,4.09,4.58,1.811,28.33%,1.631,79.0,-7.0,842.0,184.0,172.0,-3.0,1076.0,594.0,145.0,-10.0,1527.0,52.0,24.0,89.0,-2.0,3963.0,13.07,56.0,114.0,-1.0,56.0,100.0,30.0,0.0,35.0,58.0,76.0,-13.0,207.0,342.0,60.0,-1.0,11.092,45.0,125.0,0.0,-5.218,45.0,85.0,0.0,3.41,45.0,23.0,0.0,32.0,52.0,144.0,-1.0,-12.966,45.0,116.0,-1.0,-3.684,9.282,-12.966,45.0,102.0,-11.0,431.0,722.0,82.0,2.0,31179.0,104.0,146.0,-26.0,145.0,291.0,129.0,2.0,322.0,431.0,146.0,-4.0,594.0,936.0,143.0,-5.0,1527.0,936.0,35.0,1.0,693.0,230.0,166.0,-3.0,2428.0,594.0,0.246,-0.116,0.076,-0.288,-0.082,60.53%,56.00%,60.34%,71.001,29.37
0.33,305.3,62.63%,64.13%,-0.34,50.17%,75.45%,Sam Burns,47504,3.07,4.0,4.52,1.716,34.66%,1.561,25.0,-12.0,894.0,198.0,8.0,2.0,1129.0,658.0,13.0,-2.0,1602.0,57.0,21.0,30.0,2.0,4266.0,30.348,61.0,119.0,-1.0,53.0,95.0,20.0,0.0,34.0,55.0,63.0,-15.0,225.0,368.0,102.0,-1.0,0.792,50.0,70.0,0.0,4.447,50.0,29.0,0.0,18.099,50.0,161.0,2.0,19.0,57.0,37.0,0.0,16.183,50.0,28.0,0.0,39.533,23.351,16.183,50.0,60.0,-9.0,501.0,800.0,40.0,-1.0,34808.0,114.0,138.0,8.0,150.0,299.0,108.0,0.0,378.0,501.0,133.0,-4.0,658.0,1026.0,13.0,-2.0,1602.0,1026.0,112.0,11.0,743.0,242.0,45.0,-28.0,2629.0,658.0,0.016,0.089,0.362,0.324,0.791,61.14%,55.79%,61.82%,70.432,28.11
0.41,297.6,59.26%,60.97%,-0.32,45.66%,73.51%,Eric Cole,47591,3.07,4.03,4.61,1.731,34.10%,1.562,109.0,-12.0,1253.0,272.0,26.0,-9.0,1501.0,867.0,13.0,0.0,2221.0,79.0,21.0,98.0,2.0,5852.0,48.022,83.0,120.0,-1.0,102.0,183.0,132.0,-1.0,33.0,68.0,69.0,0.0,338.0,555.0,103.0,-1.0,0.92,69.0,57.0,0.0,9.599,69.0,149.0,-2.0,-20.818,69.0,112.0,-1.0,32.0,79.0,48.0,0.0,18.833,69.0,90.0,0.0,8.533,-10.301,18.833,69.0,109.0,-4.0,653.0,1102.0,103.0,0.0,47026.0,158.0,173.0,0.0,205.0,449.0,149.0,0.0,480.0,653.0,171.0,0.0,867.0,1422.0,14.0,-3.0,2221.0,1422.0,112.0,1.0,1031.0,336.0,105.0,-16.0,3568.0,886.0,0.013,0.139,-0.302,0.273,0.124,60.90%,55.74%,48.53%,71.085,28.11
0.45,316.1,57.12%,68.75%,-0.28,61.70%,77.96%,Kevin Dougherty,47663,3.15,4.01,4.5,1.8,29.96%,1.647,13.0,3.0,684.0,152.0,160.0,-1.0,891.0,495.0,163.0,-1.0,1186.0,40.0,26.0,133.0,-2.0,3019.0,51.407,43.0,81.0,-1.0,53.0,91.0,173.0,-1.0,14.0,36.0,115.0,1.0,131.0,225.0,151.0,-1.0,-13.144,35.0,168.0,-1.0,-14.794,35.0,1.0,0.0,34.61,35.0,89.0,-2.0,18.0,40.0,121.0,-1.0,-5.212,35.0,102.0,-1.0,1.463,6.674,-5.212,35.0,136.0,-1.0,313.0,548.0,3.0,0.0,25288.0,80.0,3.0,0.0,145.0,235.0,57.0,-1.0,244.0,313.0,25.0,5.0,495.0,720.0,163.0,-1.0,1186.0,720.0,173.0,-1.0,580.0,184.0,64.0,7.0,1755.0,438.0,-0.376,-0.423,0.989,-0.149,0.042,58.22%,58.24%,38.89%,71.405,29.65
0.22,300.7,60.53%,68.15%,-0.28,57.36%,77.00%,Victor Perez,47679,3.05,4.03,4.55,1.77,28.10%,1.629,53.0,1.0,865.0,190.0,114.0,-6.0,1303.0,736.0,140.0,-1.0,1759.0,60.0,23.0,23.0,1.0,4200.0,21.37,60.0,83.0,-1.0,61.0,105.0,99.0,-1.0,28.0,54.0,99.0,3.0,204.0,344.0,43.0,-1.0,16.249,49.0,115.0,0.0,-3.285,49.0,71.0,0.0,7.366,49.0,176.0,0.0,13.0,60.0,76.0,0.0,4.836,49.0,45.0,0.0,25.166,20.331,4.836,49.0,90.0,7.0,500.0,826.0,75.0,2.0,35785.0,119.0,25.0,-1.0,187.0,326.0,76.0,-10.0,385.0,500.0,37.0,-4.0,736.0,1080.0,140.0,-2.0,1759.0,1080.0,82.0,-9.0,775.0,254.0,105.0,-16.0,2560.0,636.0,0.332,-0.067,0.15,0.099,0.514,59.30%,58.10%,51.85%,70.356,29.32
0.56,292.8,63.14%,65.05%,-0.28,52.05%,76.08%,Chad Ramey,47983,3.07,4.0,4.7,1.76,31.67%,1.603,166.0,3.0,809.0,172.0,96.0,1.0,989.0,562.0,80.0,0.0,1385.0,48.0,23.0,140.0,-2.0,3595.0,49.018,51.0,114.0,-1.0,56.0,100.0,82.0,-1.0,33.0,62.0,131.0,2.0,174.0,302.0,167.0,0.0,-21.016,43.0,108.0,0.0,-2.054,43.0,125.0,-1.0,-6.038,43.0,38.0,1.0,27.0,48.0,32.0,0.0,14.997,43.0,137.0,-1.0,-14.11,-29.11,14.997,43.0,53.0,2.0,418.0,662.0,143.0,0.0,28104.0,96.0,100.0,4.0,127.0,244.0,95.0,-2.0,318.0,418.0,115.0,7.0,562.0,864.0,80.0,0.0,1385.0,864.0,112.0,1.0,658.0,214.0,45.0,5.0,2128.0,532.0,-0.489,-0.048,-0.14,0.349,-0.328,57.62%,56.00%,53.23%,71.451,28.85
